"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Aug 16 11:40:36 GMT 2021","Mon Aug 16 11:40:38 GMT 2021","1472","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:39:26 GMT 2021","Mon Aug 16 11:39:27 GMT 2021","1478","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:39:56 GMT 2021","Mon Aug 16 11:39:58 GMT 2021","1170","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_navigate_to_new_article[chrome]",""
"passed","Mon Aug 16 11:39:40 GMT 2021","Mon Aug 16 11:39:42 GMT 2021","1489","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:41:04 GMT 2021","Mon Aug 16 11:41:04 GMT 2021","98","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 11:39:24 GMT 2021","Mon Aug 16 11:39:24 GMT 2021","232","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_logout_successful[chrome]",""
"passed","Mon Aug 16 11:40:01 GMT 2021","Mon Aug 16 11:40:02 GMT 2021","233","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:41:04 GMT 2021","Mon Aug 16 11:41:07 GMT 2021","3243","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 11:39:29 GMT 2021","Mon Aug 16 11:39:30 GMT 2021","1398","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_password[chrome]",""
"passed","Mon Aug 16 11:41:13 GMT 2021","Mon Aug 16 11:41:15 GMT 2021","1484","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:40:15 GMT 2021","Mon Aug 16 11:40:19 GMT 2021","4244","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_open_to_edit_an_existing_article[chrome]",""
"passed","Mon Aug 16 11:40:35 GMT 2021","Mon Aug 16 11:40:35 GMT 2021","172","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_check_new_article[chrome]",""
"passed","Mon Aug 16 11:40:03 GMT 2021","Mon Aug 16 11:40:05 GMT 2021","1551","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:41:12 GMT 2021","Mon Aug 16 11:41:12 GMT 2021","205","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:39:37 GMT 2021","Mon Aug 16 11:39:39 GMT 2021","1138","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_logout_exist_user[chrome]",""
"passed","Mon Aug 16 11:41:26 GMT 2021","Mon Aug 16 11:41:26 GMT 2021","141","test_src.Tests.test09_cookie_check","test_TC11","TestCookie","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:39:27 GMT 2021","Mon Aug 16 11:39:27 GMT 2021","143","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_check_signup_form[chrome]",""
"passed","Mon Aug 16 11:39:52 GMT 2021","Mon Aug 16 11:39:52 GMT 2021","229","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:40:06 GMT 2021","Mon Aug 16 11:40:15 GMT 2021","9293","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_navigate_to_user_page[chrome]",""
"passed","Mon Aug 16 11:39:32 GMT 2021","Mon Aug 16 11:39:33 GMT 2021","1392","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_existing_email[chrome]",""
"passed","Mon Aug 16 11:41:03 GMT 2021","Mon Aug 16 11:41:04 GMT 2021","1487","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:39:48 GMT 2021","Mon Aug 16 11:39:52 GMT 2021","4373","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_logout_exist_user[chrome]",""
"passed","Mon Aug 16 11:39:33 GMT 2021","Mon Aug 16 11:39:33 GMT 2021","217","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:39:39 GMT 2021","Mon Aug 16 11:39:39 GMT 2021","212","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:40:38 GMT 2021","Mon Aug 16 11:40:41 GMT 2021","3259","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 11:40:38 GMT 2021","Mon Aug 16 11:40:38 GMT 2021","105","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 11:40:35 GMT 2021","Mon Aug 16 11:40:35 GMT 2021","230","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Mon Aug 16 11:39:53 GMT 2021","Mon Aug 16 11:39:55 GMT 2021","1482","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage[chrome]",""
"passed","Mon Aug 16 11:41:07 GMT 2021","Mon Aug 16 11:41:12 GMT 2021","4490","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_check_scroll_in_the_list[chrome]",""
"passed","Mon Aug 16 11:39:19 GMT 2021","Mon Aug 16 11:39:22 GMT 2021","2284","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_fill_signup_form_valid[chrome]",""
"passed","Mon Aug 16 11:39:27 GMT 2021","Mon Aug 16 11:39:29 GMT 2021","1425","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_email[chrome]",""
"passed","Mon Aug 16 11:39:42 GMT 2021","Mon Aug 16 11:39:43 GMT 2021","1520","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_login_not_exist_user[chrome]",""
"passed","Mon Aug 16 11:41:18 GMT 2021","Mon Aug 16 11:41:20 GMT 2021","1557","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_write_list_into_text_file[chrome]",""
"passed","Mon Aug 16 11:40:19 GMT 2021","Mon Aug 16 11:40:35 GMT 2021","15019","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_edit_an_existing_article[chrome]",""
"passed","Mon Aug 16 11:39:36 GMT 2021","Mon Aug 16 11:39:37 GMT 2021","1257","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_login_exist_user[chrome]",""
"passed","Mon Aug 16 11:41:15 GMT 2021","Mon Aug 16 11:41:15 GMT 2021","95","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 11:39:30 GMT 2021","Mon Aug 16 11:39:32 GMT 2021","1389","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_username[chrome]",""
"passed","Mon Aug 16 11:39:58 GMT 2021","Mon Aug 16 11:40:01 GMT 2021","3696","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_write_new_article[chrome]",""
"passed","Mon Aug 16 11:39:42 GMT 2021","Mon Aug 16 11:39:42 GMT 2021","101","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_check_login_form[chrome]",""
"passed","Mon Aug 16 11:40:41 GMT 2021","Mon Aug 16 11:40:54 GMT 2021","12525","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_count_posts_before_delete_post[chrome]",""
"passed","Mon Aug 16 11:40:58 GMT 2021","Mon Aug 16 11:41:01 GMT 2021","3347","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_count_posts_after_delete_post[chrome]",""
