"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 22:30:21 GMT 2021","Sun Aug 15 22:30:21 GMT 2021","138","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_check_signup_form[chrome]",""
"passed","Sun Aug 15 22:30:14 GMT 2021","Sun Aug 15 22:30:16 GMT 2021","2425","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_fill_signup_form_valid[chrome]",""
"passed","Sun Aug 15 22:31:08 GMT 2021","Sun Aug 15 22:31:12 GMT 2021","4189","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_open_to_edit_an_existing_article[chrome]",""
"passed","Sun Aug 15 22:31:31 GMT 2021","Sun Aug 15 22:31:34 GMT 2021","3228","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_login_exist_user[chrome]",""
"passed","Sun Aug 15 22:31:55 GMT 2021","Sun Aug 15 22:31:56 GMT 2021","1544","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:30:16 GMT 2021","Sun Aug 15 22:30:19 GMT 2021","2615","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_sign_in_new_user[chrome]",""
"passed","Sun Aug 15 22:30:38 GMT 2021","Sun Aug 15 22:30:39 GMT 2021","1522","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:32:10 GMT 2021","Sun Aug 15 22:32:12 GMT 2021","1531","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_write_list_into_text_file[chrome]",""
"passed","Sun Aug 15 22:30:58 GMT 2021","Sun Aug 15 22:30:58 GMT 2021","95","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:32:12 GMT 2021","Sun Aug 15 22:32:12 GMT 2021","219","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:32:04 GMT 2021","Sun Aug 15 22:32:04 GMT 2021","209","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:26 GMT 2021","Sun Aug 15 22:30:27 GMT 2021","1378","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_existing_email[chrome]",""
"passed","Sun Aug 15 22:32:05 GMT 2021","Sun Aug 15 22:32:07 GMT 2021","1575","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:31:56 GMT 2021","Sun Aug 15 22:31:56 GMT 2021","94","test_src.Tests.test07_scroll_list","test_TC09","TestScrollList","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:30:47 GMT 2021","Sun Aug 15 22:30:48 GMT 2021","1566","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:30:54 GMT 2021","Sun Aug 15 22:30:54 GMT 2021","221","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_check_new_article[chrome]",""
"passed","Sun Aug 15 22:30:54 GMT 2021","Sun Aug 15 22:30:55 GMT 2021","226","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:58 GMT 2021","Sun Aug 15 22:30:59 GMT 2021","1245","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_login_exist_user[chrome]",""
"passed","Sun Aug 15 22:30:20 GMT 2021","Sun Aug 15 22:30:21 GMT 2021","1661","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:30:14 GMT 2021","Sun Aug 15 22:30:14 GMT 2021","155","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_check_signup_form[chrome]",""
"passed","Sun Aug 15 22:31:51 GMT 2021","Sun Aug 15 22:31:54 GMT 2021","3326","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_edit_an_existing_article[chrome]",""
"passed","Sun Aug 15 22:32:07 GMT 2021","Sun Aug 15 22:32:10 GMT 2021","3241","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_login_exist_user[chrome]",""
"passed","Sun Aug 15 22:30:36 GMT 2021","Sun Aug 15 22:30:37 GMT 2021","213","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:35 GMT 2021","Sun Aug 15 22:30:35 GMT 2021","88","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:30:19 GMT 2021","Sun Aug 15 22:30:19 GMT 2021","223","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_logout_successful[chrome]",""
"passed","Sun Aug 15 22:31:28 GMT 2021","Sun Aug 15 22:31:28 GMT 2021","232","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:31:54 GMT 2021","Sun Aug 15 22:31:54 GMT 2021","231","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:31 GMT 2021","Sun Aug 15 22:30:32 GMT 2021","1144","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_logout_exist_user[chrome]",""
"passed","Sun Aug 15 22:30:48 GMT 2021","Sun Aug 15 22:30:50 GMT 2021","1245","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_login_exist_user[chrome]",""
"passed","Sun Aug 15 22:30:27 GMT 2021","Sun Aug 15 22:30:27 GMT 2021","224","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:48 GMT 2021","Sun Aug 15 22:30:48 GMT 2021","89","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:32:18 GMT 2021","Sun Aug 15 22:32:18 GMT 2021","141","test_src.Tests.test09_cookie_check","test_TC11","TestCookie","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:12 GMT 2021","Sun Aug 15 22:30:14 GMT 2021","2385","test_src.Tests.test01_registration","test_TC01","TestReg01","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:32:07 GMT 2021","Sun Aug 15 22:32:07 GMT 2021","88","test_src.Tests.test08_save_data_to_txt_file","test_TC10","TestSaveData","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:30:29 GMT 2021","Sun Aug 15 22:30:29 GMT 2021","127","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_check_login_form[chrome]",""
"passed","Sun Aug 15 22:30:27 GMT 2021","Sun Aug 15 22:30:27 GMT 2021","105","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_navigate_home[chrome]",""
"passed","Sun Aug 15 22:30:21 GMT 2021","Sun Aug 15 22:30:23 GMT 2021","1449","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_email[chrome]",""
"passed","Sun Aug 15 22:30:23 GMT 2021","Sun Aug 15 22:30:24 GMT 2021","1366","test_src.Tests.test01_registration","test_TC02","TestReg02","","","test_fill_signup_form_invalid_password[chrome]",""
"passed","Sun Aug 15 22:31:27 GMT 2021","Sun Aug 15 22:31:28 GMT 2021","175","test_src.Tests.test05_edit_article_from_txt_file","test_TC07","TestEditArticle","","","test_check_new_article[chrome]",""
"passed","Sun Aug 15 22:31:34 GMT 2021","Sun Aug 15 22:31:47 GMT 2021","12546","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_count_before_delete[chrome]",""
"passed","Sun Aug 15 22:30:35 GMT 2021","Sun Aug 15 22:30:36 GMT 2021","1490","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_login_not_exist_user[chrome]",""
"passed","Sun Aug 15 22:31:29 GMT 2021","Sun Aug 15 22:31:31 GMT 2021","1576","test_src.Tests.test06_delete_article","test_TC08","TestDeleteArticle","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:30:50 GMT 2021","Sun Aug 15 22:30:51 GMT 2021","1120","test_src.Tests.test04_new_article","test_TC06","TestNewArticle","","","test_navigate_to_new_article[chrome]",""
"passed","Sun Aug 15 22:30:45 GMT 2021","Sun Aug 15 22:30:45 GMT 2021","223","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_homepage_is_displayed[chrome]",""
"passed","Sun Aug 15 22:30:29 GMT 2021","Sun Aug 15 22:30:31 GMT 2021","1265","test_src.Tests.test02_login","test_TC03","TestLogin01","","","test_login_exist_user[chrome]",""
"passed","Sun Aug 15 22:32:13 GMT 2021","Sun Aug 15 22:32:18 GMT 2021","4727","test_src.Tests.test09_cookie_check","test_TC11","TestCookie","","","test_homepage_cookie[chrome]",""
"passed","Sun Aug 15 22:30:33 GMT 2021","Sun Aug 15 22:30:35 GMT 2021","1522","test_src.Tests.test02_login","test_TC04","TestLogin02","","","test_homepage[chrome]",""
"passed","Sun Aug 15 22:30:39 GMT 2021","Sun Aug 15 22:30:40 GMT 2021","90","test_src.Tests.test03_home_screen","test_TC05","TestHome","","","test_check_login_form[chrome]",""
